idhs,tinhtrang,mahs,idhs,mahs,vitri,,diachi,phuongxa,quanhuyen,tinhtp,ngaylap, dato_dientich , dato_dongia ,toadomaps
22271,9,M3038a,22271,M3038a,+ V? tr°: 1 (M?t ti?n ???ng Liàn ?p 2-3),,"Th?a 643, t? 56",X? ?a Ph??c,Huy?n Bçnh Ch†nh,H? Ch° Minh,2022-10-13 16:10:32.310," 1,888.50 "," 14,343,320.00 ","10.652817342615615, 106.66157005341258"
24107,9,M3619a,24107,M3619a,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n H?u C?nh),,137 Nguy?n H?u C?nh,Ph??ng 22,Qu?n Bçnh Th?nh,H? Ch° Minh,2022-10-13 19:26:47.210, 162.20 ," 295,950,221.00 ","10.7963291, 106.7186413"
24106,9,M3619b,24106,M3619b,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n H?u C?nh),,139 Nguy?n H?u C?nh,Ph??ng 22,Qu?n Bçnh Th?nh,H? Ch° Minh,2022-10-13 19:27:35.340, 162.20 ," 295,950,221.00 ","10.7963519, 106.7186709"
23743,9,M3365,23743,M3365,+ V? tr°: 1 (M?t ti?n ???ng ???ng s? 10 KDC B? Cìng An),,"Th?a 498, t? 32, ?p 4",X? Ph??c Ki?n,Huy?n NhÖ Bä,H? Ch° Minh,2022-10-14 09:30:33.680, 325.00 ," 61,680,053.00 ","10.698599639211128, 106.72245355784732"
23880,9,M3459a,23880,M3459a,+ V? tr°: 1 (M?t ti?n ???ng An D??ng V??ng),,101B Kinh D??ng V??ng,Ph??ng 12, Qu?n 6,H? Ch° Minh,2022-10-14 14:55:37.970, 66.10 ," 170,316,972.00 ","10.749746362079618, 106.62910823568498"
23472,9,M3187,23472,M3187,+ V? tr°: 1 (M?t ti?n ???ng ???ng s? 2 - KDC LÖng B†o Ch°),,"22 ???ng 2, kp3",Ph??ng Th?o ?i?n, Qu?n 2,H? Ch° Minh,2022-10-14 15:13:53.880, 95.80 ," 144,171,254.00 ","10.809106, 106.733835"
23990,9,M3543,23990,M3543,+ V? tr°: 1 (M?t ti?n ???ng 4),,"Th?a 259, t? 49",X? ?ìng HÖ,Huy?n ??c Linh,Bçnh Thu?n,2022-10-17 11:31:50.490, 110.00 ," 10,000,000.00 ","11.024005, 107.496249"
22377,9,M3111b,22377,M3111b,+ V? tr°: 1,,"Th?a 531, t? 42",X? Su?i Ngh?,Huy?n ChÉu ??c,BÖ R?a V?ng TÖu,2022-10-17 14:24:06.393, 100.00 ," 11,073,232.00 ","10.587471, 107.198071"
22378,9,M3111c,22378,M3111c,+ V? tr°: 1,,"Th?a 532, t? 42",X? Su?i Ngh?,Huy?n ChÉu ??c,BÖ R?a V?ng TÖu,2022-10-17 14:52:20.950, 100.00 ," 11,073,232.00 ","10.587497411768684, 107.19798208609444"
24068,9,M3586a,24068,M3586a,+ V? tr°: 1 (M?t ti?n ???ng Liàn ?p 234),,"Th?a 749, t? 46",X? TÉn Qu? TÉy,Huy?n Bçnh Ch†nh,H? Ch° Minh,2022-10-17 17:06:17.557, 249.80 ," 34,868,425.00 ","10.6598669, 106.5869532"
24070,9,M3586b,24070,M3586b,+ V? tr°: 1 (M?t ti?n ???ng Liàn ?p 234),,"Th?a 730, t? 46",X? TÉn Qu? TÉy,Huy?n Bçnh Ch†nh,H? Ch° Minh,2022-10-17 17:06:56.633, 500.10 ," 33,694,688.00 ","10.659833, 106.586968"
23905,7,M3468,23905,M3468,+ V? tr°: 1,,"7A XuÉn Th?y, kp4",Ph??ng Th?o ?i?n, Qu?n 2,H? Ch° Minh,2022-10-18 12:44:04.577, 57.60 ," 279,060,338.00 ","10.802733417482262, 106.72845090663616"
23862,9,M3451,23862,M3451,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n Duy Trinh ),,"Th?a 590, t? 13",Ph??ng Bçnh Tr?ng ?ìng, Qu?n 2,H? Ch° Minh,2022-10-18 16:00:48.897, 79.50 ," 147,388,258.00 ","10.790500, 106.785800"
18193,9,M1544c,18193,M1544c,+ V? tr°: 1,,"Th?a 6, t? 43",X? Ph£ Hïa ?ìng,Huy?n C? Chi,H? Ch° Minh,2022-10-19 16:00:05.473, 200.00 ," 13,934,125.00 ","11.014906, 106.553357"
23704,9,M3340,23704,M3340,+ V? tr°: 1 (M?t ti?n ???ng H?ng Ph??c 4),," Lì R4-51, khu H?ng Ph??c 4",Ph??ng TÉn Phong, Qu?n 7,H? Ch° Minh,2022-10-20 09:53:58.800, 111.00 ," 208,340,901.00 ","10.729719174891976, 106.70821428666378"
23863,9,M3452,23863,M3452,+ V? tr°: 1 (M?t ti?n ???ng Ph?m ?ìn L?),,"N?n D35, KDC s? 1",Ph??ng  Th?nh M? L?i, Qu?n 2,H? Ch° Minh,2022-10-20 10:36:47.053, 99.80 ," 110,275,689.00 ","10.768113, 106.764921"
24014,9,M3552a,24014,M3552a,+ V? tr°: 1 (M?t ti?n ???ng ???ng s? 5),,"S? 10 ???ng s? 5, KNO Sìng ?ng L?n",X? Bçnh H?ng,Huy?n Bçnh Ch†nh,H? Ch° Minh,2022-10-21 16:17:55.230, 262.60 ," 121,470,200.00 ","10.726891256535861, 106.68785678809121"
24014,9,M3552a,24014,M3552a,+ V? tr°: 1 (M?t ti?n ???ng ???ng s? 5),,"S? 10 ???ng s? 5, KNO Sìng ?ng L?n",X? Bçnh H?ng,Huy?n Bçnh Ch†nh,H? Ch° Minh,2022-10-21 16:17:55.230, 262.60 ," 121,470,200.00 ","10.726891256535861, 106.68785678809121"
24014,9,M3552a,24014,M3552a,+ V? tr°: 1 (M?t ti?n ???ng ???ng s? 5),,"S? 10 ???ng s? 5, KNO Sìng ?ng L?n",X? Bçnh H?ng,Huy?n Bçnh Ch†nh,H? Ch° Minh,2022-10-21 16:17:55.230, 262.60 ," 121,470,200.00 ","10.726891256535861, 106.68785678809121"
24113,9,M3625a,24113,M3625a,+ V? tr°: 1 (M?t ti?n ???ng D37),,"Th?a 1071, t? 257, K?C Viet Sing",Ph??ng An Ph£,ThÖnh ph? Thu?n An,Bçnh D??ng,2022-10-23 20:17:24.293, 150.00 ," 30,071,578.00 ","10.9425745, 106.7359985"
24015,9,M3552b,24015,M3552b,+ V? tr°: 1,,"Th?a 323, t? 2",X? An Th?nh,Huy?n B?n L?c,Long An,2022-10-25 15:38:46.193," 41,327.40 "," 3,731,305.00 ","10.673752, 106.450915"
23960,9,M3510,23960,M3510,+ V? tr°: 1 (M?t ti?n ???ng M?t ti?n ???ng ?5),,21 ???ng D5 Khu bi?t th? SÖi Gïn Pearl,Ph??ng 22,Qu?n Bçnh Th?nh,H? Ch° Minh,2022-10-26 15:31:51.150, 147.00 ," 403,419,002.00 ","10.789578, 106.720194"
24241,9,M3701,24241,M3701,+ V? tr°: 1 (M?t ti?n ???ng ???ng n?i b? Khu C? X† Ph£ LÉm D),,26 lì V C? x† Ph£ LÉm D,Ph??ng 10, Qu?n 6,H? Ch° Minh,2022-10-26 15:34:04.727, 55.70 ," 101,177,743.00 ","10.738551, 106.632306"
24181,9,M3671a,24181,M3671a,+ V? tr°: 1,,"Th?a 528, t? 40",Ph??ng 5,Qu?n Gï V?p,H? Ch° Minh,2022-10-26 16:04:22.783, 85.80 ," 118,782,440.00 ","10.831687, 106.690347"
24171,9,M3664,24171,M3664,+ V? tr°: 1 (M?t ti?n ???ng C18),,37/2C/6 ???ng C18,Ph??ng 12,Qu?n TÉn Bçnh,H? Ch° Minh,2022-10-27 10:32:35.120, 87.80 ," 131,758,055.00 ","10.798549, 106.651345"
20320,9,M2373,20320,M2373,+ V? tr°: 1,,"Th?a 461-480, t? 20",Ph??ng TÉn Phong, Qu?n 7,H? Ch° Minh,2022-10-27 11:23:27.030, 222.00 ," 250,433,942.00 ","10.73298, 106.70813"
24130,9,M3638,24130,M3638,+ V? tr°: 1 (M?t ti?n ???ng Th?nh Th?i),,"Th?a 545, t? 26",X? Long Hïa,Huy?n C?n Gi?,H? Ch° Minh,2022-10-31 16:04:33.403, 300.00 ," 19,800,406.00 ","10.40430704,106.92647735"
24209,9,M3683b,24209,M3683b,+ V? tr°: 1 (M?t ti?n ???ng LÉm V?n B?n),,34A LÉm V?n B?n,Ph??ng TÉn Ki?ng, Qu?n 7,H? Ch° Minh,2022-11-01 11:53:21.237, 140.83 ," 150,685,735.00 ","10.750190880367809, 106.71578962941527"
21065,9,M2884,21065,M2884,"+ V? tr°: 1, m?t ti?n ???ng s? D3",,"Th?a 105, t? 6, ?p 2",X? ThÖnh TÉm,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-11-01 14:33:49.447, 200.00 ," 6,127,927.00 ","11.397535, 106.599687"
24287,9,M3749,24287,M3749,+ V? tr°: 1 (M?t ti?n ???ng B? TÉy Kinh CÉy Khì),,"Th?a 534-299, t? 2",Ph??ng 4, Qu?n 8,H? Ch° Minh,2022-11-01 15:17:33.777, 97.00 ," 138,757,977.00 ","10.737829226742402, 106.67529458374307"
24000,9,M3540,24000,M3540,+ V? tr°: 1 (M?t ti?n ???ng 54),,"Th?a 756, t? 48",Ph??ng Ph£ H?u, Qu?n 9,H? Ch° Minh,2022-11-02 11:36:36.340, 123.50 ," 52,036,842.00 ","10.786389810488238, 106.8080184312934"
24234,9,M3707a,24234,M3707a,+ V? tr°: 1 (M?t ti?n ???ng D??ng Cìng Khi),,1/10B ?p 4,X? XuÉn Th?i S?n,Huy?n H¢c Mìn,H? Ch° Minh,2022-11-02 16:00:39.677, 480.90 ," 46,665,794.00 ","10.875718, 106.565688"
24235,9,M3707b,24235,M3707b,+ V? tr°: 1 (M?t ti?n ???ng D??ng Cìng Khi),,1/10 ?p 4,X? XuÉn Th?i S?n,Huy?n H¢c Mìn,H? Ch° Minh,2022-11-02 16:01:26.180, 480.90 ," 46,665,794.00 ","10.875731165277102, 106.56542716420435"
23840,9,M3433,23840,M3433,+ V? tr°: 1,,"Th?a 54, t? 37",X? An Ph£,Huy?n C? Chi,H? Ch° Minh,2022-11-03 14:15:51.290," 2,404.00 "," 9,396,359.00 ","11.113203716316168, 106.50488818368234"
24315,9,M3767a,24315,M3767a,+ V? tr°: 1 (M?t ti?n ???ng HT 31),,2E/10 kp2,Ph??ng Hi?p ThÖnh, Qu?n 12,H? Ch° Minh,2022-11-03 16:43:41.927, 116.60 ," 59,369,932.00 ","10.8755826, 106.6455937"
24135,9,M3643,24135,M3643,+ V? tr°: 1 (M?t ti?n ???ng B? TÉy Kinh CÉy Khì),,"133 B? TÉy Kinh CÉy Khì, ?p 4",X? Ph??c L?c,Huy?n NhÖ Bä,H? Ch° Minh,2022-11-04 09:26:12.257, 265.50 ," 47,838,406.00 ","10.70488299,106.68512808"
24325,9,M3772,24325,M3772,+ V? tr°: 1,,"Th?a 375, t? 28",X? ??c HoÖ ?ìng,Huy?n ??c Hïa,Long An,2022-11-07 10:46:56.260," 19,961.20 "," 3,258,419.00 ","10.806199, 106.505358"
23842,7,M3435,23842,M3435,+ V? tr°: 1,,"Th?a 80, t? 47, ?p Hïa Ph£",X? An Hïa,Huy?n Tr?ng BÖng,TÉy Ninh,2022-11-07 16:06:21.250, 279.00 ," 7,862,963.00 ","11.029734, 106.349049"
23557,7,M3248a,23557,M3248a,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n Th? TrÉm),,"Th?a 3824, t? 2, Nguy?n Th? TrÉm",Ph??ng Ba L†ng,Qu?n C†i R?ng,C?n Th?,2022-11-09 18:15:38.010, 197.90 ," 16,830,039.00 ","9.9785620, 105.7448134"
23558,7,M3248b,23558,M3248b,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n Th? TrÉm),,"Th?a 3834, t? 2, Nguy?n Th? TrÉm, khu v?c 2",Ph??ng Ba L†ng,Qu?n C†i R?ng,C?n Th?,2022-11-09 18:16:09.387, 197.90 ," 16,830,039.00 ","9.978622, 105.744789"
23776,7,M3248c,23776,M3248c,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n Th? TrÉm),,"Th?a 3779, t? 2, khu v?c 2",Ph??ng Ba L†ng,Qu?n C†i R?ng,C?n Th?,2022-11-09 18:16:32.367, 197.90 ," 16,830,039.00 ","9.978625639908776, 105.74482637944429"
24098,9,M3611,24098,M3611,+ V? tr°: 1 (M?t ti?n ???ng ???ng VÖnh ?ai),,"Th?a 164, t? 1, KCN ??ng An 2",Ph??ng Hïa Ph£,ThÖnh ph? Th? D?u M?t,Bçnh D??ng,2022-11-10 15:41:16.123, -   , -   ,"11.106659, 106.670326"
24397,9,M3829,24397,M3829,+ V? tr°: 1 (M?t ti?n ???ng Th?ch Th?o 1 - D? ?n Dragon Village),,"A-70, KDC Dragon Village",Ph??ng Ph£ H?u, Qu?n 9,H? Ch° Minh,2022-11-11 15:25:27.950, 90.00 ," 48,095,991.00 ","10.785863, 106.810717"
24401,9,M3832,24401,M3832,+ V? tr°: 1 (M?t ti?n ???ng Hu?nh Th? T??i),,"Th?a 1609, t? E5.4",Ph??ng TÉn Bçnh,ThÖnh Ph? D? An,Bçnh D??ng,2022-11-11 16:11:04.213, 112.00 ," 29,785,395.00 ","10.931712, 106.781465"
